id,parentActivityInstanceId,activityId,activityName,activityType,processDefinitionKey,processDefinitionId,processInstanceId,executionId,taskId,calledProcessInstanceId,calledCaseInstanceId,assignee,canceled,completeScope,tenantId,removalTime,rootProcessInstanceId,startTime,endTime,durationInMillis
Task_1hzysui:a7f4a2c4-63fb-11ea-8dcd-00d86175334f,a7f4549a-63fb-11ea-8dcd-00d86175334f,Task_1hzysui,Task 9,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f4549a-63fb-11ea-8dcd-00d86175334f,a7f4549a-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f4549a-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.399+1000,2020-03-12T10:51:49.399+1000,0
Task_1hzysui:a7f60261-63fb-11ea-8dcd-00d86175334f,a7f5db47-63fb-11ea-8dcd-00d86175334f,Task_1hzysui,Task 9,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f5db47-63fb-11ea-8dcd-00d86175334f,a7f5db47-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f5db47-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.408+1000,2020-03-12T10:51:49.408+1000,0
Task_1hzysui:a7f73aee-63fb-11ea-8dcd-00d86175334f,a7f713d4-63fb-11ea-8dcd-00d86175334f,Task_1hzysui,Task 9,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f713d4-63fb-11ea-8dcd-00d86175334f,a7f713d4-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f713d4-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.416+1000,2020-03-12T10:51:49.416+1000,0
Task_1hzysui:a7f84c6b-63fb-11ea-8dcd-00d86175334f,a7f82551-63fb-11ea-8dcd-00d86175334f,Task_1hzysui,Task 9,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f82551-63fb-11ea-8dcd-00d86175334f,a7f82551-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f82551-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.423+1000,2020-03-12T10:51:49.423+1000,0
Task_1hzysui:a7f984f8-63fb-11ea-8dcd-00d86175334f,a7f95dde-63fb-11ea-8dcd-00d86175334f,Task_1hzysui,Task 9,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f95dde-63fb-11ea-8dcd-00d86175334f,a7f95dde-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f95dde-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.431+1000,2020-03-12T10:51:49.431+1000,0
Task_1hzysui:a7fa9675-63fb-11ea-8dcd-00d86175334f,a7fa6f5b-63fb-11ea-8dcd-00d86175334f,Task_1hzysui,Task 9,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7fa6f5b-63fb-11ea-8dcd-00d86175334f,a7fa6f5b-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7fa6f5b-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.438+1000,2020-03-12T10:51:49.438+1000,0
Task_1hzysui:a7fbf612-63fb-11ea-8dcd-00d86175334f,a7fba7e8-63fb-11ea-8dcd-00d86175334f,Task_1hzysui,Task 9,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7fba7e8-63fb-11ea-8dcd-00d86175334f,a7fba7e8-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7fba7e8-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.447+1000,2020-03-12T10:51:49.447+1000,0
Task_1r0ab2p:28c54731-63fb-11ea-8dcd-00d86175334f,28c37268-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,28c37268-63fb-11ea-8dcd-00d86175334f,28c37268-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,28c37268-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:48:16.018+1000,2020-03-12T10:48:16.019+1000,1
Task_1r0ab2p:6c7a8e2d-5de0-11ea-a86b-00d86175334f,6c7a8e24-5de0-11ea-a86b-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,6c7a8e24-5de0-11ea-a86b-00d86175334f,6c7a8e24-5de0-11ea-a86b-00d86175334f,,,,,false,false,,,6c7a8e24-5de0-11ea-a86b-00d86175334f,2020-03-04T16:21:46.225+1000,2020-03-04T16:21:46.225+1000,0
Task_1r0ab2p:a7ec653c-63fb-11ea-8dcd-00d86175334f,a7ec1713-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7ec1713-63fb-11ea-8dcd-00d86175334f,a7ec1713-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7ec1713-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.345+1000,2020-03-12T10:51:49.345+1000,0
Task_1r0ab2p:a7f0ab09-63fb-11ea-8dcd-00d86175334f,a7f05ce0-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f05ce0-63fb-11ea-8dcd-00d86175334f,a7f05ce0-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f05ce0-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.373+1000,2020-03-12T10:51:49.373+1000,0
Task_1r0ab2p:a7f2a6e6-63fb-11ea-8dcd-00d86175334f,a7f258bd-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f258bd-63fb-11ea-8dcd-00d86175334f,a7f258bd-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f258bd-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.386+1000,2020-03-12T10:51:49.386+1000,0
Task_1r0ab2p:a7f47bb3-63fb-11ea-8dcd-00d86175334f,a7f4549a-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f4549a-63fb-11ea-8dcd-00d86175334f,a7f4549a-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f4549a-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.398+1000,2020-03-12T10:51:49.399+1000,1
Task_1r0ab2p:a7f60260-63fb-11ea-8dcd-00d86175334f,a7f5db47-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f5db47-63fb-11ea-8dcd-00d86175334f,a7f5db47-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f5db47-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.408+1000,2020-03-12T10:51:49.408+1000,0
Task_1r0ab2p:a7f73aed-63fb-11ea-8dcd-00d86175334f,a7f713d4-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f713d4-63fb-11ea-8dcd-00d86175334f,a7f713d4-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f713d4-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.416+1000,2020-03-12T10:51:49.416+1000,0
Task_1r0ab2p:a7f8255a-63fb-11ea-8dcd-00d86175334f,a7f82551-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f82551-63fb-11ea-8dcd-00d86175334f,a7f82551-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f82551-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.422+1000,2020-03-12T10:51:49.423+1000,1
Task_1r0ab2p:a7f984f7-63fb-11ea-8dcd-00d86175334f,a7f95dde-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7f95dde-63fb-11ea-8dcd-00d86175334f,a7f95dde-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7f95dde-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.431+1000,2020-03-12T10:51:49.431+1000,0
Task_1r0ab2p:a7fa9674-63fb-11ea-8dcd-00d86175334f,a7fa6f5b-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7fa6f5b-63fb-11ea-8dcd-00d86175334f,a7fa6f5b-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7fa6f5b-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.438+1000,2020-03-12T10:51:49.438+1000,0
Task_1r0ab2p:a7fbcf01-63fb-11ea-8dcd-00d86175334f,a7fba7e8-63fb-11ea-8dcd-00d86175334f,Task_1r0ab2p,Task 8,task,sequence,sequence:1:56ede483-5de0-11ea-a86b-00d86175334f,a7fba7e8-63fb-11ea-8dcd-00d86175334f,a7fba7e8-63fb-11ea-8dcd-00d86175334f,,,,,false,false,,,a7fba7e8-63fb-11ea-8dcd-00d86175334f,2020-03-12T10:51:49.446+1000,2020-03-12T10:51:49.447+1000,1
